"Location ID","Location Name","Location Name (Spanish)",Address,"Address Line 2",City,State,Zip
1033,"Copper Creek School Age Program",,"11620 N. Copper Spring Trail",,Tucson,AZ,85737
337,"Copper King Elementary",,"10730 West Campbell Avenue",,Phoenix,AZ,85037
564,"Copper Ridge Elem.",,"10101 E Thompson Peak Pkwy",,Scottsdale,AZ,85255
746,"Corbett Elementary",,"5949 E 29th ",,Tucson,AZ,85711
1112,"Coronado Before and After School Program",,"3401 E. Wilds Rd.",,Tucson,AZ,85738
580,"Coronado K-8 School",,"3401 E. Wilds Rd",,Tucson,AZ,85739
1034,"Coronado School Age Program",,"3401 E. Wilds Road",,Tucson,AZ,85738
55,"Corona Foothills Middle School",,"16705 South Houghton Road",,Vail,AZ,85641
969,"Corte Sierra Elementary",,"3300 N Sante Fe Trail",,Avondale,AZ,85392
861,"Corte Sierra Elementary",,"3300 Santa Fe Trail",,Avondale,AZ,85392
245,"Cotton Boll elementary",,"8540 W. Butler Dr.",,Peoria,AZ,85345
152,"Cotton Boll Elementary School",,"8540 W. Butler Ave",,Peoria,AZ,85345
596,"Cotton Boll School",,"8540 West Butler",,Peoria,AZ,85345
621,"Cottonwood Elementary School",,"9950 Rees Loop",,Tucson,AZ,85747
22,"Country Meadows Elementary",,"8409 N. 111 AVe",,Peoria,AZ,85345
839,"Countryside Elementary",,"15034 N. Parkview Pl.",,Surprise,AZ,85379
67,"Countryside Recreation Center",,"15038 N Parkview Place",,Surprise,AZ,85374
339,"Coyote Hills elementary",,"21180 N.87 Ave.",,Peoria,AZ,85382
936,"Coyote Ridge School",,"7677 W Bethany Home Rd",,Glendale,AZ,85303
882,"Coyote Trail Elementary",,"8000 N. Silverbell Rod",,Tucson,AZ,85743
685,"Craigin Elementry",,"2945 N. Tucson Blvd.",,tucson,AZ,85716
527,"Creative Center for Early Education",,"3020 E. Cactus Rd",,Phoenix,AZ,85022
517,"Creative Kids Preschool",,"1310 W. Ina Road",,Tucson,AZ,85704
629,"Crismon Elementary",,"825 W Medina",,Mesa,AZ,85210
585,"Crismon Elementary",,"1313 W. Medina",,Mesa,AZ,85202
907,"Cromer FACTS",,"7150 E. Silver Saddle Rd.",,Flagstaff,AZ,86004
782,"Cromer FACTS",,"7150 E. Silver Saddle",,Flagstaff,AZ,86004
188,"CTA Freedom",,"6040 S Joslyn Ln",,Gilbert,AZ,85298
898,"CTA - Freedom Elementary",,"6040 S. Joslyn Lane",,"Gilbert ",AZ,85298
899,"CTA - Goodman Elementary",,"2600 W. Knox Road",,Chandler,AZ,85224
641,"CTA Independence",,"1405 W. Lake Dr.",,Chandler,AZ,85248
164,"CTA Liberty",,"550 N Emmett",,,AZ,85225
207,"Curry Elementary",,"1974 E. Meadow Dr.",,Tempe,AZ,85282
218,"Curry School",,"1974 E Meadow Dr.",,Tempe,AZ,85282
343,"DAISY EDUCATION CORP",,"2325  W SUNSET RD",,TUCSON,AZ,85741
700,"Davidson Elementary",,"6935 West Osborn Road",,Phoenix,AZ,85033
604,"Davidson Elementary",,"3950 E Paradise Falls",,Tucson,AZ,85712
32,"Davis Monthan",,"5741 E Broadway Blvd",,Tucson,AZ,85708
753,"Deer Valley Rock Art Center",,"3711 W. Deer Valley Rd.",,Phoenix,AZ,85308
335,"Degracia Elementary school",,"5070 w. warbler St.",,Tucson,AZ,85742
883,"DeGrazia Elementary",,"5051 W. Overton Rd",,Tucson,AZ,85742
783,"DeMiguel FACTS",,"3500 S. Gillenwater Dr.",,Flagstaff,AZ,86001
497,"Desert Canyon Elementary School",,"10203 E. McDowell Mtn. Ranch Rd.",,Scottsdale,AZ,85255
472,"Desert Cove Elementary",,"11020 N. 28th st.",,phoenix,AZ,85024
663,"Desert Cove Elementary School",,"11020 North 28th Street",,Phoenix,AZ,85028
1096,"Desert Cross Lutheran Church",,"8600 S. McClintock Dr.",,Tempe,AZ,85284
355,"Desert Dove Farm",,"11865 E. Speedway",,Tucson,AZ,85748
26,"Desert Foothills Junior High School",,"3333 W Banff",,Phoenix,AZ,85053
237,"Desert Garden Elementary School",,"7020 W Ocotillo",,Glendale,AZ,85301
168,"Desert Harbor Elementary",,"15585 N. 91 Ave.",,Peoria,AZ,85383
1008,"Desert Mesa Discovery Club","Desert Mesa Discovery Club","2350 S. Avenue 7 1/2 E",,"Yuma,",AZ,85365
123,"Desert Mirage Elementary",,"8605 W. Maryland",,Glendale,AZ,85305
878,"Desert Moon Elementary School",,"23251 N166th Dr",,Surprise,AZ,85387
268,"Desert Mosaic School",,"5757 W. Ajo Highway",,Tucson,AZ,85735
780,"Desert Mountain Before/after Care Program",,"35959 N 7th ave ",,Phoenix,AZ,85027
765,"Desert MountainBefore/After Care program",,"35959 N 7th Ave",,"Desert Hills",AZ,85086
4,"Desert Mountain Elementary School",,"22301 S. Hawes Road",,"Queen Creek",AZ,85242
1108,"Desert Oasis Elementary",,"17161 W Bajada Road",,Surprise,AZ,85371
1044,"Desert Oasis Elementary School",,"8802 W. McDowell Rd. ",,"Phoenix ",AZ,85037
408,"Desert Sage Elementary School",,"4035 W. Alameda",,Glendale,AZ,85310
367,"Desert Shadows Elementary",,"5902 E. Sweetwater",,Scottsdale,AZ,85254
632,"Desert Springs Elementary School",,"6010 E. Acoma",,Scottsdale,AZ,85254
615,"Desert Star School",,"2131 S 157th Ave",,Goodyear,AZ,85338
161,"Desert Sun Academy",,"27880 N 64th St",,Scottsdale,AZ,85262
379,"Desert Trails Elementary",,"4315 E. Cashman Drive",,Phoenix,AZ,85050
414,"Desert View Elementary School",,"8621 N. 3rd Streeet",,Phoenix,AZ,85020
672,"Desert View Elementary School",,"1508 N 10th Ave",,"San Luis",AZ,85349
706,"Desert View Elementary School",,"8621 N. 3rd Street",,Phoenix,AZ,85020
543,"Desert View School",,"8621 N. 3rd Street",,Phoenix,AZ,85020
439,"Desert Vista Elementary",,"3701 E. Broadway Ave.",,"Apache Junction",AZ,85210
272,"Desert Willow Elementary",,"4322  E. Desert Willow Parkway",,"Cave Creek",AZ,85331
419,"Desert Willow Elementary School",,"9400 E Esmond Loop",,Tucson,AZ,85747
156,"Diamond Canyon School",,"40004 N Liberty Bell Way",,Phoenix,AZ,85086
111,"Dietz Elementary School",,"7575 E. Palma",,Tucson,AZ,85710
1087,"DISCOVER Summer",,"108 N. 40th Street",,Phoenix,AZ,85034
84,"Discovery Elementary School",,"7910 W. Maryland Ave.",,Glendale,AZ,85303
489,"Discovery Learning Center",,"6601 E. Broadway blvd",,tucson,AZ,85710
428,"Discovery Learning Center",,"6601 E. broadway",,Tucson,AZ,85710
431,"Discovery Time Childcare",,"1425 W Southern"," #7",Tempe,AZ,85282
1127,"Dobson Academy Charter school",,"2207 N Dobson Rd",,Chandler,AZ,85224
733,"Dobson Montessori Elementary and Jr.  High School",,"745 S. Extension",,Mesa,AZ,85210
732,"Dobson Montessori Preschool",,"1130 S. San Jose",,Mesa,AZ,85202
1114,"Donaldson Before and After School Program",,"2040 W. Omar Rd.",,Tucson,AZ,85704
1035,"Donaldson School Age Program",,"2040 W. Omar Drive",,Tucson,AZ,85704
857,"Dreaming Summit Elementary",,"13335 W. Missouri Ave",,"Litchfield Park",AZ,85340
595,"Drexel Heights Community Center",,"5220 S. San Joaquin Ave.",,Tucson,AZ,85746
224,"Dunham Elementary",,"9850 E. 29th St",,Tucson,AZ,85748
397,"Dysart Community Center",,"14414 N. El Mirage Rd.",,"El Mirage",AZ,85335
841,"Dysart Elementary",,"12950 W. Varney Rd.",,"El Mirage",AZ,85335
35,"Eagle College Prep Elementary",,"2450 W. South Mountain Avenue"," Building 1, Floor 2",Phoenix,AZ,85041
679,"Eagle Ridge Elementary School",,"19801 North 13th Street",,Phoenix,AZ,85024
455,"Early Bird Day Care and Learning Center",,"132 E Prince Rd",,Tucson,AZ,85705
855,"East Flagstaff Public Library",,"3000 N. 4th St.",,Flagstaff,AZ,86004
177,"East Valley JCC",,"908 N Alma School Road",,Chandler,AZ,85224
676,"Echo Mountain Elementary School",,"1811 E. Michigan Ave.",,Phoenix,AZ,85022-1399
552,"Edison Elementary",,"545 N Horne",,Mesa,AZ,85203
744,"Education and Community Services",,"33016 N. 60th Street",,Scottsdale,AZ,85266
303,"El Camino Baptist Church",,"7777 E. Speedway Blvd",,Tucson,AZ,85710
125,"El Grupo Clubhouse",,"23 W 4th St",,Tucson,AZ,85705
577,"Ellie Towne Flowing Wells Community Center",,"1660 W. Ruthrauff Rd.",,Tucson,AZ,85705
995,"El Pueblo Regional Center",,"101 W. Irvington ",,Tucson,AZ,85714
996,"El Rio Neighborhood Center",,"1390 W. Speedway",,Tucson,AZ,85745
1170,"Esmond Station Elementary School",,"9400 S. Atterbury Wash Way",,Tucson,AZ,85747
519,"Esperanza Elementary School",,"251 W. Mohawk Lane",,Phoenix,AZ,85027
1163,"Esperanza Elementary School",,"3025 W. McDowell Rd.",,Phoenix,AZ,85009
344,"Estrella Elementary School",,"2620 E. Liberty Lane",,Phoenix,AZ,85048
890,"Explorers In Learning",,"4723 E Union Hills Drive",,Phoenix,AZ,85050
510,"Faith Community Church",,"2551 W. Orange Grove Road",,Tucson,AZ,85741
262,"Family Life Academy/Preschool at Christ Community Church",,"7801 E. Kenyon Drive",,Tucson,AZ,85710
189,"Field Elementary",,"2325 E Adobe St",,Mesa,AZ,85213
760,"Fight Ready",,"2954 N Hayden Rd",,Scottsdale,AZ,85251
553,"Finley Farms Elementary",,"375 S Columbus Dr",,Gilbert,AZ,85296
582,"First Baptist Children's Center",,"4801 E. Brown Rd",,Mesa,AZ,85205
817,"Flagstaff Family YMCA",,"1001 N Turquoise",,Flagstaff,AZ,86001
854,"Flagstaff Public Library",,"300 W. Aspen Ave.",,Flagstaff,AZ,86001
670,"Flowing Wells Early Childhood Education Center  ",,"1444 W. Prince Road",,Tucson,AZ,85705
607,"Flowing Wells Junior HIgh",,"4545 n. La Cholla blvd",,tucson,AZ,85705
674,"Foothill Elementary School",,"15808 N. 63rd Ave.",,Glendale,AZ,85306
246,"Foothills Elementary School",,"17835 N 44th st",,Phoenix,AZ,85032
333,"Fort Mojave Indian Reservation",,"1603 Plantation","PO 6483","Mohave Valley",AZ,
755,"Foundation for Blind Children",,"1235 E. Harmont Drive",,Phoenix,AZ,85020
320,"Fountain of Life School",,"710 S Kolb Rd",,Tucson,AZ,85710
833,"Frances Brandon Pickett Elementary",,"22076 E. Village Loop Road",,"Queen Creek",AZ,85142
289,"freedom center",,"6930 e. golf links circle",,tucson,AZ,85730
575,"Freedom Center",,"5000 E. 29th St",,Tucson,AZ,85711
579,"Freedom Park Center",,"5000 E. 29th Street",,Tucson,AZ,85711
113,"Freestone Recreation Center",,"1141 E Guadalupe Rd",,Gilbert,AZ,85234
634,"Freestone Recreation Center",,"90 E Civic Center Dr",,Gilbert,AZ,85296
482,"Frontier Elementary School",,"21268 N. 81 Ave.",,Peoria,AZ,85383
570,"Fruchthendler Elementary School",,"7470 E. Cloud Road",,Tucson,AZ,85750
305,"Frye Elementary",,"801 E Frye Rd",,CHANDLER,AZ,
591,"Frye Elementary School",,"801 E. Frye Rd.",,Chandler,AZ,85225
374,"Fuller School",,"1975 E Cornell Dr",,Tempe,AZ,85283
503,"Fulton Elementary",,"4750 S Sunland dr",,chandler,AZ,85248
226,"Gale Elementary",,"678 S. Gollob Road",,Tucson,AZ,85710
930,"Ganado Intermediate School",,"P.O. Box 1757","Hwy 264",Ganado,AZ,86505
825,"Garcia Elementary ",,"1441 S. 27th Ave",,Phoenix,AZ,85009
506,Gateway,,"1100 North 35th Street",,Phoenix,AZ,85008
273,"Gila River Indian Community",,"116 South Holly Street",,Sacaton,AZ,85143
931,"Girl Scouts–Arizona Cactus-Pine Council","Girl Scouts–Arizona Cactus-Pine Council","119 E. Coronado Rd",,Phoenix,AZ,85004
731,"Girl Scouts at Bonillas Elementary ",,"4757 E. Winsett Blvd.",,"Tucson ",AZ,85711
727,"Girl Scouts at La Paloma Lakeside ",,"8140 E. Golf Links Rd.",,"Tucson ",AZ,85730
730,"Girl Scouts at Menlo Park Elementary ",,"1100 W. Fresno St.",,"Tucson ",AZ,85745
728,"Girl Scouts at Mission View Elementary ",,"2600 S. 8th Ave. ",,Tucson,AZ,85713
725,"Girl Scouts at Roadrunner Elementary ",,"16651 W. Calle Carmela",,Marana,AZ,85653
726,"Girl Scouts at Santa Clara Elementary",,"6910 S. Santa Clara Ave. ",,"Tucson ",AZ,85756
518,"Glendale Community Center",,"5401 W Ocotillo Rd",,Glendale,AZ,85301
459,"Glendale/Peoria Family YMCA",,"14711 North 59th Avenue",,Glendale,AZ,85306
812,"Glendale/Peoria Family YMCA",,"14711 N 59th Ave",,Glendale,AZ,85306
811,"Glendale/Peoria YMCA",,"14711 N. 59th Ave",,Glendale,AZ,85306
983,"Globe Public Library",,"339 S Broad Street",,Globe,AZ,85501
877,"Golden Gate Community Center ",,"1625 N. 39th Ave ",,Phoenix,AZ,85009
488,"Grayhawk Elementary",,"15032 N 32nd Street",,Phoenix,AZ,85032
768,"Greenbrier Before/After Care program",,"6150 W Greenbriar",,Glendale,AZ,85308
332,"Greenbrier Elementary",,"6150 W. Greenbriar",,Glendale,AZ,85086
630,"Greenbrier Elementary School",,"6150 W. Greenbriar Dr.",,Glendale,AZ,85308
502,"Green Fields Country Day School",,"6000 N Camino de la Tierra",,Tucson,AZ,85741
1144,"Greenway Middle School",,"3002 E Nisbet Road",,Phoenix,AZ,85032
693,"Griffith Elementary School",,"4505 East Palm Lane",,Phoenix,AZ,85008
263,"Grijalva Elementry School",,"1956 W Bagley Way",,Tucson,AZ,85746
312,"Hale Elementary School",,"1425 N 23 St",,mesa,AZ,85213
491,"HANCOCK ELEMENTARY",,"2425 S. PLEASANT DR.",,CHANDLER,AZ,85286
338,"Harelson Elementary School",,"826 W. Chapala Dr.",,Tucson,AZ,85704
1036,"Harelson School Age Program",,"826 W. Chapala Drive",,Tucson,AZ,85704
456,"Harold K. Smith Elementary School",,"6420 N Maryland Ave",,Glendale,AZ,85301
223,"Hartford Sylvia Encinas Elementary",,"700 N. Hartford Street",,Chandler,AZ,85225
578,"Ha:sañ Preparatory and Leadership School",,"1333 E. 10th St",,Tucson,AZ,85719
399,"Hawthorne Elementary",,"630 N Hunt Dr",,Mesa,AZ,85203
649,"Heritage Elementary School",,"N 125th Avenue",,Glendale,AZ,85307
1084,"Heritage Square",,"113 N. 6th Street",,Phoenix,AZ,85004
476,"Hermosa Vista",,"2626 N 24 St",,Mesa,AZ,85213
19,"Hidden Hills Elementary School",,"1919 E. Sharon",,Phoenix,AZ,85022
261,"High Desert Middle School",,"4000 High Desert Rd",,Globe,AZ,85501
203,"Highland Elementary",,"3042 E. Adobe",,Mesa,AZ,85213
769,"Highland Lakes Before/After Care program",,"19000 N 63rd Ave",,Glendale,AZ,85308
928,"Historic YWCA",,"738 N 5th Ave ","Suite 101c",Tucson,AZ,85705
42,"Hohokam Elementary School",,"8451 E. Oak Street",,Scottsdale,AZ,85257
458,"Hohokam Middle School",,"7400 S. Settler Ave.",,Tucson,AZ,85746
1037,"Holaway School Age Program",,"3500 N. Cherry Ave.",,Tucson,AZ,85719
548,"Holdeman School",,"1326 W 18th St.",,Tempe,AZ,85281
642,"Hollinger elementary",,"150 West Ajo Way",,Tucson,AZ,85713
406,"Hollinger Elementary",,"150 W. Ajo Way",,Tucson,AZ,85713
340,"Homer Davis Elementary",,"250 N. Romero Rd.",,Tucson,AZ,85705
150,"Hopi Elementary",,"5110 E. Lafayette Boulevard",,Phoenix,AZ,85018
711,"Horizon Park and Community Center",,"15444 N. 100th Street",,Scottsdale,AZ,85260
938,"Horizon School",,"8520 N 47th Avenue",,Glendale,AZ,85302
592,"Horseshoe Trails Elementary",,"5405 E. Pinnacle Vista",,Phoenix,AZ,85054
310,"Houston Elementary",,"500 E Houston",,Gilbert,AZ,85234
747,"Hudlow Elementary",,"502 N Caribe Ave",,Tucson,AZ,85710
625,"Hudson School",,"1325 E Malibu",,Tempe,AZ,85282
235,"Hughes Elementary School",,"700 N. Wilson Ave.",,Tucson,AZ,85719
219,"Hull Elementary",,"2424 E Marin Dr.",,Chandler,AZ,85249
405,"Humane Society of Southern Arizona Shelter",,"3450 North Kelvin Blvd",,Tucson,AZ,85716
66,"Humphrey Elementary School",,"125 S. 132nd Street",,Chandler,AZ,85225
654,"Hurley Ranch Elementary School",,"8950 W. Illlini St",,Tolleson,AZ,85353
371,"Hurley Ranch Elementary School",,"8950 W. Illini St.",,Tolleson,AZ,85353
735,"ICAN: Positive Programs for Youth",,"650 E. Morelos St.",,Chandler,AZ,85225
1045,"I Evolve Taekwond & Learning Center",,"18431 N 91ST AVE STE 3",,Peoria,AZ,85382
109,"Imagine Avondale",,"950 N. Eliseo C. Felix Jr. Way",,Avondale,AZ,85305
174,"Ina Levine Jewish Community Campus - Valley of the Sun Jewish Community Center",,"12701 N. Scottsdale Rd",,Scottsdale,AZ,85254
496,"Inca Elementary",,"23601 W. Durango",,Buckeye,AZ,85338
1141,"Inca Elementary",,"23601 W. Durango St.",,Buckeye,AZ,85326
756,"Indian Bend Elementary School",,"3633 E. Thunderbird Rd.",,Phoenix,AZ,85032
86,"International School for Peace",,"4625 E. River Rd.",,Tucson,AZ,85718
1056,"International School of Arizona","Escuela Internacional de Arizona","9128 E. San Salvador Drive",,Scottsdale,AZ,85258
562,"International School of Tucson",,"1730 North First Avenue",,Tucson,AZ,85719
1097,"IQ Abacus Math & Language School",,"430 W. Warner Road #103",,TEMPE,AZ,85284
1088,"IQ Abacus Math & Language School",,"4100 S. Lindsay Rd #111",,Gilbert,AZ,85297
270,"Ira A. Murphy Elementary",,"7231 W. North Ln",,Peoria,AZ,85345
209,"Ira Murphy Elementary",,"7231 W. North Lane",,Peoria,AZ,85345
758,"Ironwood Branch",,"1500 N. Colorado St.",,"Casa Grande",AZ,85122
283,"Irving Elementary",,"3220 E. Pueblo Ave",,Mesa,AZ,85204
251,"Isaac Middle School",,"3402 W.McDowell Rd.",,Phoenix,AZ,85009
44,"Ishikawa Elementary",,"2635 N 32 St",,Mesa,AZ,85213
834,"Jack Barnes Elementary",,"20750 s. 214th Street",,"Queen Creek",AZ,85142
381,"Jack L. Kuban Elementary School",,"3201 W. Sherman Way",,Phoenix,AZ,85009
970,"Jacobs/City YMCA Outreach Center",,"1010 E. Lind St. ",,Tucson,AZ,85705
967,"James 4-H Camp at Mingus Springs",,"5200 S. Forest Service Road 105",,"Prescott Valley",AZ,86315
1142,"Jasinski Elementary",,"4280 S. 246th Ave.",,Buckeye,AZ,85326
660,"J.B. Sutton Elementary School",,"1001 North 31st Avenue",,Phoenix,AZ,85009
325,"J.D. Hull Elementary",,"2424 E Maren Dr.",,Chandler,AZ,85249
420,"Jefferson Elementary",,"120 S. Jefferson",,Mesa,AZ,85208
916,"Jennifer Harris Program",,"201 W. Colfax Ave., Dept 1101",,"Denver, CO",CO,80202
330,"JFCS Job Development Program",,"9014 N. 23rd Ave"," #3",Phoenix,AZ,85021
661,"Joel D. Valdez Main Library ",,"101 N. STONE AVE",,TUCSON,AZ,85701
469,"John Jacobs Elementary School",,"14421 N. 23rd Ave.",,Phoenix,AZ,85023
213,"Johnson Elementary",,"3807 E Pueblo Ave",,Mesa,AZ,85206
724,"Johnson Primary School",,"6060 S. Joseph Ave.",,"Tucson ",AZ,85757
586,"Johnson Primary School",,"6060 S. Joseph Ave.",,Tucson,AZ,85757
614,"Jordan Elementary",,"3320 N Carriage Lane",,Mesa,AZ,85224
1167,"Joseph Zito Elementary School",,"4525 West Encanto Blvd.",,Phoenix,AZ,85035
181,"J. Robert Hendricks Elementary School",,"3400 W. Orange Grove Rd.",,Tucson,AZ,85741
1150,"JTED @ Camino Seco",,"8727 E. 22nd Street",,Tucson,AZ,85710
1154,"JTED @ Empire",,"10701 E. Mary Ann Cleveland Way",,Vail,AZ,85641
1151,"JTED @ Flowing Wells",,"3725 North Flowing Wells Road",,Tucson,AZ,85705
1152,"JTED @ Mountain View",,"3901 W. Linda Vista Blvd.",,Tucson,AZ,85742
1156,"JTED @ Sahuarita",,"350 W. Sahuarita Road",,Sahuarita,AZ,85629
1153,"JTED @ Santa Rita ",,"3951 South Pantano Road",,Tucson,AZ,85730
1155,"JTED @ Walden Grove",,"15510 S. Sahuarita Park Rd",,Sahuarita,AZ,85629
1024,"Junior Achievement of Arizona",,"636 W Southern Avenue",,Tempe,AZ,85282
191,"Kachina Elementary School",,"5304 W. Crocus",,Glendale,AZ,85306
647,"Kathy's Korner Family Day Care",,"11840 n tami place",,tucson,AZ,85737
353,"Katie's Family Child Care",,"12162 N Sterling Ave",,"Oro Valley",AZ,85755
554,"Keller Elementary",,"1445 E Hilton",,Mesa,AZ,85204
453,"Kerr Elementary",,"125 E McLellan Rd",,Mesa,AZ,85201
710,Kiddyland,,"9671 E Banbridge",,Tucson,AZ,85747
922,"Kids and Company Miller Valley",,"900 Iron Springs Road",,Prescott,AZ,86305
923,"Kids and Company Washington",,"300 Gurley Street",,Prescott,AZ,86301
691,"Kids can Doodle",,"3552 West Glendale Avenue",,phoenix,AZ,85051
682,"Kids can Doodle",,"2200 North Arizona Avenue",,chandler,AZ,85225
667,"Kids Can Doodle",,"1255 West Elliot Road",,tempe,AZ,85224
662,"Kids Can Doodle",,"1100 Southern Avenue",,Mesa,AZ,85210
742,"Kid's Club-Bobcat Club","Black Mountain Elementary","33606 N. 60th St.",,Scottsdale,AZ,85266
1016,"Kids Club - Centennial Elementary (HUSD)",,"3507 S. Ranch House Pkwy",,Gilbert,AZ,85297
1017,"Kids Club - Chaparral Elementary (HUSD)",,"3380 E. Frye Road",,Gilbert,AZ,85295
1018,"Kids Club - Coronado Elementary (HUSD)",,"4333 S. De Anza Blvd.",,Gilvert,AZ,85297
1019,"Kids Club - Cortina Elementary (HUSD)",,"19680 S. 188th Street",,"Queen Creek",AZ,85242
